video_id,title,channel_id,channel_name,channel_handle_norm,category,view_count,publish_date,source_group,source_query,keywords,description
ewdf3q1tuCA,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,noti7guatemala,News & Politics,71048,2024-11-21T22:45:01-08:00,topic,guatemala noticias,[],"Interpol Guatemala capturó a una mujer en el Aeropuerto Internacional La Aurora, proveniente de Estados Unidos, es sindicada de ser proxeneta de menores de edad"
fBljA_npiMs,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,36,2026-08-26T07:22:21-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
fenMcON-DjY,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,424,2026-09-01T14:30:47-07:00,topic,Gobierno de la República de Guatemala,[],Encendido del Fuego Patrio y Mensaje Vicepresidencial
ffguGnMImL0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,gobiernodeguatemala,News & Politics,848,2016-10-21T12:53:12-07:00,official_gov,Ministerio de Comunicaciones Guatemala,"[""Presidente Jimmy Morales"", ""Gobierno de Guatemala"", ""Guatemala""]","De esta manera el Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV) por medio de la Unidad Ejecutora de Conservación Vial (COVIAL) así como las empresas contratistas, inicio los trabajos de bacheo y limpieza para recuperar el buen estado de las carreteras en las diferentes rutas del país."
g0aCNpZaAZ8,PMT de Guatemala es ejemplo para otros municipios,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,4103,2017-11-11T07:17:42-08:00,official_gov,PMT Guatemala,"[""Administración"", ""administracion"", ""Alvaro"", ""Álvaro"", ""Enrique"", ""Arzú"", ""Arzu"", ""Irigoyen"", ""Alcalde"", ""Alcaldía"", ""Alcaldia"", ""Alcaldías"", ""Alcaldias"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Comuna"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Publico"", ""Público"", ""Pasión"", ""Pasion"", ""Como"", ""Yo"", ""Tú"", ""Tu"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir"", ""Graduacion"", ""PMT"", ""Academia de Policia""]","Se realizó la graduación de aproximadamente 50 nuevos agentes PMT, que brindarán sus servicios en cuatro municipios del interior del país, quienes se formaron en la Academia de Policía de la Municipalidad de Guatemala, mismos que ahora implementaran dichos conocimientos a favor del orden vial en sus comunidades."
gF42rhVhP8w,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,tangentegt,Entertainment,9033,2026-08-28T14:42:29-07:00,topic,guatemala seguridad,[],"Guatemala tiembla todos los días, pero la conversación sobre qué tan preparado está el país para un sismo mayor casi no existe. En este episodio, Xavier Soria conversa con Byron Paiz, presidente de la Asociación Guatemalteca de Ingeniería Estructural y Sísmica (AGIES), y Juan Carlos Méndez, de la Comisión de Infraestructura del Colegio de Ingenieros de Guatemala, sobre el estado real de las normas de construcción en el país: qué dicen los códigos, quién los hace cumplir y por qué buena parte de lo que se construye queda fuera de cualquier control.

La charla recorre desde el terremoto de 1976 y sus lecciones hasta el papel de CONRED, las municipalidades y el Colegio de Arquitectos en las idas y vueltas de la normativa sísmica, pasando por la informalidad, los materiales de baja calidad y ejemplos de México, Colombia, Chile y Turquía para entender qué le falta a Guatemala. Una conversación técnica pero urgente, sobre un riesgo que rara vez se discute hasta que ya es demasiado tarde."
gbcggAMJczg,Dionel Art s Vídeo danzando con la muerte,UCedKfsLot_SfwJrfW5OzpPg,Dionel.Art_music,dionel.art_music,People & Blogs,7,2025-09-17T06:30:06-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"#rap #guatemala #music @GobiernodelaRepublicadeGuatema 
triste realidad que vive mi gente dia a dia,"
go4jAhCJS0w,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,7381,2025-03-21T18:11:55-07:00,topic,guatemala seguridad,"[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala"", ""saas"", ""Bernardo Arévalo"", ""seguridad presidencial""]","En Guatemala rara vez se escucha de ataques o atentados en contra de presidentes y su círculo. 
Aunque fue una falsa alarma, el último se registró el año pasado en el Palacio Nacional cuando se reportó una amenaza de bomba.
Este viernes se realizó el primer acto de graduación de intercambio entre 10 elementos de seguridad de China Taiwán y 10 agentes de la Saas. Durante 4 semanas los agentes internacionales compartieron estrategias, habilidades y técnicas de protección presidencial.


Lea más en
https://www.prensalibre.com/guatemala/politica/


----------------------------
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt"
hGOvuWe8P3Q,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,UClivsn4u-h1uJkORB6PD9SQ,Vittor Blogs,vittorblogs,News & Politics,6682,2026-09-01T15:13:10-07:00,topic,@GobiernodelaRepublicadeGuatema,"[""amlo"", ""vittor blogs"", ""vittor blogs en vivo"", ""senado de la republica en vivo"", ""campechaneando"", ""juca noticias"", ""sin censura tv"", ""manuel pedrero"", ""chapucero"", ""quesadilla de verdades"", ""noticias en vivo"", ""noticias de hoy"", ""peliculas completas en español latino"", ""noroña"", ""claudia sheinbaum pardo"", ""noroña en vivo hoy"", ""claudia presidenta"", ""noticias"", ""ultima hora"", ""claudia sheinbaum"", ""claudia sheinbaum vs trump"", ""alito moreno"", ""alito moreno hoy"", ""harfuch"", ""mañanera de hoy claudia sheinbaum"", ""presidenta sheinbaum""]","🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN

temas cruciales sobre noticias de hoy y la actualidad política con amlo Y la presidenta de México 👇👇👇
https://www.facebook.com/photo/?fbid=1193189722823054&set=a.370933771715324
noticias desde EL INE,  gobierno de méxico, noticias de hoy, noticias de última hora, zócalo en vivo giras del presidente amlo y la presidenta claudia sheinbaum

MI CANAL ALTERNO👇👇👇👇🔴🔴🔴👇👇👇👇👇🔴🔴
✅https://youtube.com/channel/UCFjDF1TaPBDkm3n2IUrKOqw 


Si gustas apoyarme con un PAYPAL lo puedes hacer aquí.!
👇👇
http://www.paypal.me/vittorblogsoficial

https://www.facebook.com/Victtor-Blogs-375961543130667/



#paypal   #AMLO #pri #prian #pan #traicion #noticias  #losperiodistas #adelamicha #pan  #corrupcion #haytiro #andrésmanuellópezobrador #mexico #méxico #periodista #markocortés #alito #alejandromoreno #claudiasheinbaum  #corruptos #Lilly Téllez #calderon #felipecalderón #felipe #mañanerahoy #noroña #senadomexicano"
hy0mwEHr6V0,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,127595,2020-02-19T15:22:01-08:00,official_gov,Policia Nacional Civil Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
iBX5DMQSf3s,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,1264,2026-09-01T09:01:34-07:00,topic,Gobierno de la República de Guatemala,[],Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.
iCbGedZRRE8,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,1058,2025-10-27T19:33:35-07:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT
iEmScdnYQdg,La nueva ruta que evita El Trébol,UCmzHLdcizBNiyN5t2mEPp3A,Tráfico Sin Censura,tr%c3%a1ficosincensuragt,People & Blogs,8502,2026-08-04T05:00:35-07:00,official_gov,PMT Guatemala,"[""zona 15 guatemala"", ""zona 16 guatemala"", ""zona 5 guatemala"", ""zona 4 guatemala"", ""avenida barranquilla"", ""trafico guatemala"", ""transito guatemala"", ""el trebol guatemala"", ""rutas alternas guatemala"", ""movilidad urbana guatemala"", ""trafico sin censura"", ""ciudad de guatemala"", ""conectividad vial"", ""seguridad vial guatemala"", ""nuevas rutas guatemala"", ""congestion vehicular guatemala"", ""movilidad gt"", ""zona 1 guatemala"", ""ruta alternativa occidente"", ""trafico ciudad de guatemala"", ""PMT Guatemala""]","¿Sabías que ahora puedes incorporarte directamente a la zona 4 desde la avenida Barranquilla a través de la 10.ª avenida?

En este episodio de Tráfico Sin Censura te contamos cómo esta reciente modificación vial está transformando la movilidad para quienes viajan desde las zonas 15 y 16 hacia las zonas 1, 4, 5, 7 y 11.

▶️ Mira este episodio y descubre cómo aprovechar esta nueva alternativa para hacer tus recorridos por la ciudad de una forma más eficiente.

--
00:00 Una nueva alternativa hacia Occidente
03:26 El nudo de Campo de Marte
05:32 La ruta para evitar El Trébol
07:04 Nueva conexión entre Z5 y Z4
08:28 Seguridad vial y recuperación del espacio público
10:03 Atravesando Z4
11:41 Opciones hacia Occidente
13:26 Ruta paso a paso
15:35 Reflexión final
--

#Zona15 #Zona16 #Zona5 #Zona4 #TráficoGT #MovilidadUrbana #ElTrébol #RutaAlterna #Guatemala #Tránsito #CiudadDeGuatemala #Movilidad #SeguridadVial #TráficoSinCensura #Conectividad #Occidente #PMT #MovilidadGT #ViralGT #ParaTi"
iWYddxEszoM,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,dcaguatemala,News & Politics,264,2026-07-02T00:57:24-07:00,topic,Gobierno de Guatemala,[],"Conferencia de prensa del Gobierno de Guatemala, La Ronda"
iacCQ4VyWWc,"Los conservadores y los liberales, Historia de Guatemala",UC-rcR68a-aLwAnszxTG4--A,Panda 01,panda0157,People & Blogs,25431,2020-03-22T00:02:09-07:00,topic,Gobierno de la República de Guatemala,[],Gracias por ver el video ;)
ifJFNGT4azU,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,UC1B5-Dun1FHWae_rIJdfhow,Ahora Yose,ahorayose,People & Blogs,3631,2025-12-20T19:00:05-08:00,topic,guatemala seguridad,[],"Bienvenidos a Ahora Yo Sé, el podcast donde desmitificamos el derecho y lo hacemos accesible para todos.
En este episodio exploramos las medidas de seguridad dentro del sistema legal: qué son, cómo se diferencian de las penas, cuándo se aplican y por qué son fundamentales para la protección de la sociedad y la rehabilitación de quienes las reciben.
Descubrirás:
La diferencia entre medidas de seguridad y sanciones penales
Los tipos de medidas: internamiento, tratamiento ambulatorio, custodia y supervisión
Los casos en que se aplican (inimputabilidad, peligrosidad, adicciones)
Los derechos de las personas sujetas a estas medidas
Ejemplos prácticos y casos reales
Ya sea que estudies derecho, trabajes en el sistema legal o simplemente quieras entender mejor cómo funciona la justicia, este episodio te dará las herramientas para comprender un aspecto crucial del derecho penal.
Porque el conocimiento legal no debería ser un privilegio, sino un derecho.
🎙️ Suscríbete para más contenido legal explicado de forma clara y directa.
#DerechoParaTodos #MedidasDeSeguridad #DerechoPenal #EducaciónLegal #PodcastJurídico"
is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,tn23todonoticias,News & Politics,4616,2026-08-30T21:30:18-07:00,topic,guatemala noticias,"[""TN23"", ""información"", ""noticias"", ""Guatemala"", ""capturas"", ""presunto ladrón de ventilador"", ""iglesia""]",
j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,10156,2024-09-26T15:00:17-07:00,topic,@quorumgt,"[""USAC"", ""Walter Mazariegos"", ""Mazariegos rector"", ""Fraude USAC"", ""Elecciones USAC"", ""Toma USAC"", ""CSU USAC"", ""Quorum GT"", ""Periodismo Guatemala"", ""Luis Cordón USAC""]","🚨El rector de facto de la #USAC, Walter Mazariegos, tiene una alianza que le permite controlar un presupuesto millonario, quitar a sus opositores del camino y colocar a sus allegados en puestos importantes. Más de la mitad de sus cómplices en el Consejo Superior Universitario (CSU) se han prolongado en el poder y no tienen la intención de soltarlo.

👁️ Aunque las cosas podrían cambiar…

Ayudanos compartiendo, comentando y dándole like a este video.

🔍 También podés leer el reportaje completo en este link👉🏻 https://quorum.gt/poder/captura/usac/mazariegos_csu/

📲 Seguí a Quorum en todas las redes para ver más contenido interesante de #Guatemala.

⚫️ X: https://twitter.com/QuorumGT
🟣 Instagram: https://www.instagram.com/holaquorum?igsh=a2l2MHp6dXA5aGg4
🟠 TikTok:https://www.tiktok.com/@quorumgt?_t=8q3C9YsmOiT&_r=1
🔵 Facebook: https://www.facebook.com/QuorumGT?mibextid=LQQJ4d
🟢 Canal de WhatsApp: https://whatsapp.com/channel/0029Va8IZV65PO0ul2cBdD0l"
j4akBH678fw,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,649,2026-08-20T07:13:12-07:00,topic,Gobierno de Guatemala,[],El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.
jQGvhMPMuAI,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,miracanalantigua,News & Politics,214,2026-08-31T14:57:19-07:00,topic,guatemala lluvias,"[""Noticias"", ""Actualidad"", ""Guatemala"", ""Internacional"", ""Economía""]","#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️

🗣️Conversamos con Alejandro Barillas, climatólogo, INSIVUMEH

🎙️ Conduce: Renato Martínez"
jSw-nFh94qQ,Gobernación promueve espacios de sana convivencia,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,59,2026-08-28T15:45:05-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
kaZgtwqwLrI,@rumzacapait @GobiernodeGuatemala,UCgRLnesCOuua3-JgFlzdS2w,TRAYECTORIA Y EXITO CON ANABELLA CORDON,anabellacordonartista,People & Blogs,74,2022-06-26T10:10:46-07:00,topic,@GobiernodeGuatemala,[],
kjwvEESqSHA,¿VALE la PENA VIAJAR de GUATEMALA a XELA en BUS? Descúbrelo,UCDfEVbDrimcKw5lfbps915g,De todo Gt,detodogt,People & Blogs,216172,2025-03-02T16:57:00-08:00,topic,guatemala transporte,"[""FuentesDelNorte"", ""Guatemala"", ""Xela"", ""Quetzaltenango"", ""ViajesGT"", ""BusesDeGuatemala"", ""TransporteGT"", ""RutaGuatemalaXela"", ""TurismoGuatemala"", ""ViajeEnBus"", ""ExperienciaDeViaje"", ""AventuraGT"", ""DeTodoGT"", ""GT"", ""502"", ""guate"", ""chapines"", ""mejoryoutuberGT"", ""checas"", ""shecas"", ""xelapan""]","¡Viajando en los famosos autobuses Fuentes del Norte! 🚍
Acompáñame en esta increíble experiencia viajando desde la Ciudad de Guatemala hasta Xela, Quetzaltenango, en los icónicos autobuses Fuentes del Norte . Te mostraré cómo es el recorrido, las comodidades del autobús, los paisajes impresionantes en el camino y todo lo que debes saber si planeas viajar en esta línea de transporte. ¿Vale la pena? ¿Cómo es el servicio? ¡Descúbrelo en este vídeo! 
🔴 No olvides suscribirte y dejar tu me gusta si te gusta este tipo de contenido. #Guatemala #FuentesDelNorte #Xela #Viajes #BusesGT

📍 Si quieres viajar con Fuentes del Norte , puedes contactarlos al 📞 PBX: 7947-7070   4739-7438 o visitar su página oficial Transportes Fuente del Norte, para conocer sus horarios, tarifas y destinos. También puedes buscarlos en sus redes sociales para más información. O EN ZONA 1 17 CALLE 8-46"
l-mH80ygqFY,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,256,2022-06-25T07:26:53-07:00,topic,@MunicipalidaddeGuatemala-1551,"[""Ricardo"", ""Quiñónez"", ""Administración"", ""Alcalde"", ""Alcaldía"", ""Alcaldías"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Público"", ""Pasión"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir""]","Conoce las actividades y proyectos que se realizaron durante esta semana. Recuerda, en caso de emergencias marca 123 del Cuerpo de Bomberos Municipales o el 1551 del Call Center MuniGuate.
#JuntosLogramosMás #UnaCiudadParaVivir"
lAsODhYGcTE,Gobierno busca a toda costa sacar a Consuelo Porras,UCzPhFkpD8lwvlX8nGpJqdUw,Noticias VR,noticiasvr,People & Blogs,3,2024-04-08T16:33:43-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"El @GobiernodelaRepublicadeGuatema busca que la Fsical Consuelo Porras deje el cargo antes de terminar su periodo de 4 años de los cuales le quedan 2 años, se basan en que ha sido señalanda de ser corrupta por 29 países a los que no puede ingresar la Fiscal."
lNuxq8OKCpc,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,7663,2026-04-01T06:30:43-07:00,topic,guatemala lluvias,"[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala"", ""inundaciones Villa Nueva"", ""lluvia Guatemala 31 marzo"", ""San Miguel Petapa inundaciones"", ""Conred Guatemala"", ""emergencia Guatemala"", ""calles inundadas Guatemala"", ""Guatemala floods"", ""heavy rain"", ""Villa Nueva"", ""San Miguel Petapa"", ""natural disaster"", ""emergency response"", ""breaking news""]","Las lluvias registradas el pasado 31 de marzo provocaron inundaciones en Villa Nueva y San Miguel Petapa. Calles anegadas, viviendas afectadas y tránsito complicado fueron reportados por vecinos. Autoridades de Conred ya atienden la emergencia en el área. 
Lea más en: 
Prensalibre.com

Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt"
lYyGqHAL5nM,Comuna lanzó nueva imagen de la PM y PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,People & Blogs,286,2009-10-30T16:40:01-07:00,official_gov,PMT Guatemala,"[""municipalidad de guatemala"", ""alvaro arzu"", ""pm"", ""pmt""]",La Municipalidad de Guatemala lanzó la nueva imágen que tendrán los agentes de la Policía Municipal - PM_ y la Policía Municipal de Tránsito -PMT-.
lj983NWyAQY,Plan 2032 Ciudad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,304089,2019-02-28T18:31:10-08:00,topic,Municipalidad de Guatemala,"[""Ricardo"", ""Quiñónez"", ""Administración"", ""Alcalde"", ""Alcaldía"", ""Alcaldías"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Público"", ""Pasión"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir"", ""Polos"", ""desarrollo"", ""pasos a desnivel"", ""movilidad urbana"", ""aerometro"", ""Transmetro"", ""metroriel"", ""Plan 2032"", ""transporte público"", ""reciclaje"", ""movilidad""]",La Municipalidad de Guatemala trabaja en el plan 2032 con proyectos para solventar los actuales y futuros desafíos de la Ciudad.
lkdwGwrJKeM,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,UCeMAsS36ZiA56ZNtS8VSuOg,Un Angel Viajando,unangelviajando,Travel & Events,5298,2025-12-27T07:00:06-08:00,topic,guatemala seguridad,"[""viajar por el mundo"", ""ciudades del mundo"", ""vivir en el extranjero"", ""emigrar a otro país"", ""mudarse al extranjero"", ""consejos para viajar"", ""guía para viajeros"", ""viajar informado"", ""realidad de otros países"", ""viajar a guatemala"", ""vivir en guatemala"", ""mudarse a guatemala"", ""turismo en guatemala"", ""ciudad de guatemala"", ""antigua guatemala"", ""costo de vida en guatemala"", ""seguridad en guatemala"", ""vale la pena vivir en guatemala"", ""cosas que debes saber antes de viajar"", ""un angel viajando""]","Viajar o vivir en Guatemala puede ser una experiencia increíble… o una muy complicada si no llegas informado. En este video te explico de forma clara y honesta todo lo que debes saber antes de visitar el país o mudarte: realidades que no suelen contarse, errores comunes, expectativas versus realidad y detalles prácticos que pueden marcar la diferencia.

Este contenido está pensado tanto para viajeros como para personas que están considerando vivir en Guatemala. No es una guía turística, es información real basada en experiencia y contexto local para que tomes decisiones con los pies en la tierra.

Contacto: 

FACEBOOK: https://www.facebook.com/unangelviajando
INSTAGRAM: https://www.instagram.com/unangelviajando
Email: angel81usa@gmail.com

Únete a este canal para acceder a sus beneficios:
https://www.youtube.com/channel/UCeMAsS36ZiA56ZNtS8VSuOg/join"
mCoOL2p0il4,Municipalidad de Guatemala 08/08/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,118,2025-08-08T18:15:18-07:00,topic,@MunicipalidaddeGuatemala-1551,[],"Dictamen Comisión Finanzas.
Dictamen Comisión EMPAGUA.
Dictamen Comisión jubilaciones.
Dictamen Comisión Transportes.
Aprobación contrato administrativo."
mPtR2HskBTE,Municipalidad de Guatemala 17/02/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,729,2025-02-18T11:29:48-08:00,topic,@MunicipalidaddeGuatemala-1551,[],
mQH6bhmp_LY,Quorum: ¿Cómo investigamos la crisis del agua?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,142,2024-10-29T17:54:06-07:00,topic,Quorum GT,[],"💧Durante más de un año hemos investigado la #crisis del #agua utilizando la metodología del #Periodismo Participativo.

🎤 En el último Foro Centroamericano de Donantes ( #CADF ) conversamos sobre esta metodología y la forma en que desde #Quorum buscamos fortalecer los lazos entre el periodismo y la ciudadanía de #Guatemala.

✊ Podés descargar nuestra guía de Periodismo Participativo en este enlace https://quorum.gt/quorum-backstage/como_hacemos_periodismo_participativo/"
n31eyGuRKqo,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,tangentegt,People & Blogs,932,2023-06-02T13:23:28-07:00,topic,guatemala trafico,[],"Todos los días debemos someternos a filas eternas de vehículos que, entre una infraestructura precaria, se amontonan entre calles y aceras. Esto ha detonado el hartazgo entre la ciudadanía que no observa una propuesta de solución real por parte de las autoridades. Mercedes Bautista nos advierte sobre el daño que provoca el tráfico en nuestro bienestar, dejando claro que la única solución para esta problemática es política."
n4xHxJPNr78,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,UCDfEVbDrimcKw5lfbps915g,De todo Gt,detodogt,People & Blogs,3152619,2023-03-29T19:34:25-07:00,topic,guatemala transporte,[],"Bienvenido al video que te llevará a conocer los buses más emocionantes y únicos del mundo, los buses ""Esmeraldas"" de Guatemala. Estos buses son conocidos por su alta velocidad, su estilo único y su increíble diseño.

A lo largo de este video, descubrirás cómo estos buses son un verdadero símbolo de la cultura y el estilo de vida de Guatemala. Conocerás la historia detrás de estos vehículos, cómo han evolucionado a lo largo de los años y cómo se han convertido en uno de los principales medios de transporte en este país centroamericano.

Además, también te sorprenderás al ver la velocidad a la que estos buses pueden viajar. Con motores potentes y una suspensión única, los buses ""Esmeraldas"" son capaces de recorrer grandes distancias en poco tiempo y a gran velocidad, lo que los convierte en una experiencia emocionante para cualquier pasajero.

Pero lo que realmente hace que estos buses sean únicos en el mundo es su diseño. Con colores brillantes, diseños intrincados y una atención increíble al detalle, los buses ""Esmeraldas"" son una verdadera obra de arte sobre ruedas. En cada viaje, podrás disfrutar de una experiencia visual única que no encontrarás en ningún otro lugar del mundo.

En resumen, si quieres experimentar la emoción de viajar en uno de los buses más emocionantes y únicos del mundo, no puedes perderte este video sobre los buses ""Esmeraldas"" de Guatemala. ¡Prepárate para un viaje que nunca olvidarás!"
n8iP75gIpmw,Qué rico come tu diputado,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,11775,2024-08-27T14:09:51-07:00,topic,Quorum GT,[],"En @ConCriteriogt hablaron hoy sobre nuestro reportaje ""Qué rico come tu diputado"", en el que contamos los almuerzos más caros pagados con fondos públicos entre enero y abril de este año.

Entrevistaron al diputado Nery Rodas, de CABAL, quien asegura que son problemas ""mínimos"".

Si no has leído el repor podés hacerlo acá https://quorum.gt/poder/comida_diputados/"
nKJhNH86HGE,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,7,2026-08-28T07:21:58-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
nPbC8-Ebat4,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,pncdeguatemala,Science & Technology,70537,2026-08-27T18:47:04-07:00,official_gov,Policia Nacional Civil Guatemala,[],"📢 ¡Sígueme en nuestras redes! 🌐
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
https://www.instagram.com/pncdeguatemala
https://www.youtube.com/@PNCdeGuatemala
https://www.tiktok.com/@pncdeguatemala
https://www.facebook.com/PoliciaNacionalCivildeGuatemala
https://x.com/PNCdeGuatemala
https://pnc.gob.gt/

🌟 ¡Suscríbete para más contenido!

#PNC #PNCGuatemala #Policia #Guatemala #SeguridadConTransparencia
 #ProtegerYServir"
ncOU7iZR5jY,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,UCInL6HZez6Qn8IHV8Achhxw,Carlos Pineda,carlospinedagt,People & Blogs,3279,2026-01-31T10:50:20-08:00,topic,guatemala seguridad,[],La tecnología es base fundamental para lograr soluciones estructurales y que los guatemaltecos vivan con seguridad real y permanente
